0.00000e+00 2.77306e+00 6.47647e+00 -9.30355e-01 2.77306e+00 6.47647e+00 -9.30355e-01
1.00000e+00 4.95080e+00 9.85202e+00 4.95804e-02 2.77306e+00 6.47647e+00 -9.30355e-01
2.00000e+00 6.28019e+00 1.23199e+01 2.40492e-01 2.77306e+00 6.47647e+00 -9.30355e-01
3.00000e+00 4.72926e+01 8.71621e+01 7.42312e+00 2.77306e+00 6.47647e+00 -9.30355e-01
4.00000e+00 1.46240e+02 2.66467e+02 2.60126e+01 2.77306e+00 6.47647e+00 -9.30355e-01
5.00000e+00 3.26730e+02 6.12567e+02 4.08926e+01 2.77306e+00 6.47647e+00 -9.30355e-01
6.00000e+00 1.48686e+02 2.71808e+02 2.55637e+01 2.61082e+00 6.08499e+00 -8.63350e-01
7.00000e+00 3.13113e+02 5.82048e+02 4.41784e+01 2.61082e+00 6.08499e+00 -8.63350e-01
8.00000e+00 2.79515e+02 5.20629e+02 3.84015e+01 2.51811e+00 5.86128e+00 -8.25062e-01
9.00000e+00 2.58017e+02 4.76265e+02 3.97681e+01 2.44858e+00 5.69351e+00 -7.96345e-01
1.00000e+01 2.49855e+02 4.60322e+02 3.93877e+01 2.39450e+00 5.56301e+00 -7.74010e-01
1.10000e+01 1.57863e+03 3.42787e+03 -2.70605e+02 2.35124e+00 5.45862e+00 -7.56142e-01
1.20000e+01 1.99018e+02 3.67894e+02 3.01412e+01 2.31584e+00 5.37320e+00 -7.41523e-01
1.30000e+01 6.41826e+02 1.35599e+03 -7.23341e+01 2.28634e+00 5.30202e+00 -7.29340e-01
1.40000e+01 5.94172e+02 1.25544e+03 -6.70947e+01 2.26138e+00 5.24180e+00 -7.19032e-01
1.50000e+01 5.54552e+02 1.17161e+03 -6.25071e+01 2.23999e+00 5.19017e+00 -7.10196e-01
1.60000e+01 6.42096e+02 1.38106e+03 -9.68709e+01 2.22145e+00 5.14543e+00 -7.02538e-01
1.70000e+01 3.92062e+03 9.26406e+03 -1.42282e+03 2.20522e+00 5.10628e+00 -6.95837e-01
1.80000e+01 5.00832e+02 1.06737e+03 -6.57098e+01 2.19091e+00 5.07174e+00 -6.89925e-01
1.90000e+01 1.24149e+03 2.85046e+03 -3.67468e+02 2.17818e+00 5.04104e+00 -6.84670e-01
2.00000e+01 1.19984e+03 2.75610e+03 -3.56423e+02 2.16680e+00 5.01356e+00 -6.79968e-01
