0.00000e+00 1.22978e+01 1.22978e+01 1.22978e+01 1.22978e+01 1.22978e+01 1.22978e+01
1.00000e+00 1.15336e+01 1.15336e+01 1.15336e+01 1.15336e+01 1.15336e+01 1.15336e+01
2.00000e+00 1.22968e+01 1.22968e+01 1.22968e+01 1.15336e+01 1.15336e+01 1.15336e+01
3.00000e+00 1.04401e+01 1.04401e+01 1.04401e+01 1.00052e+01 1.00052e+01 1.00052e+01
4.00000e+00 9.85374e+00 9.85374e+00 9.85374e+00 8.83614e+00 8.83614e+00 8.83614e+00
5.00000e+00 9.06155e+00 9.06155e+00 9.06155e+00 7.46412e+00 7.46412e+00 7.46412e+00
6.00000e+00 8.93737e+00 8.93737e+00 8.93737e+00 6.58464e+00 6.58464e+00 6.58464e+00
7.00000e+00 6.11325e+00 6.11325e+00 6.11325e+00 5.23437e+00 5.23437e+00 5.23437e+00
8.00000e+00 4.68706e+00 4.68706e+00 4.68706e+00 3.67999e+00 3.67999e+00 3.67999e+00
9.00000e+00 5.13900e+00 5.13900e+00 5.13900e+00 3.20920e+00 3.20920e+00 3.20920e+00
1.00000e+01 4.36242e+00 4.36242e+00 4.36242e+00 2.93707e+00 2.93707e+00 2.93707e+00
1.10000e+01 4.32277e+00 4.32277e+00 4.32277e+00 2.66494e+00 2.66494e+00 2.66494e+00
1.20000e+01 2.97021e+00 2.97021e+00 2.97021e+00 2.24549e+00 2.24549e+00 2.24549e+00
1.30000e+01 4.32522e+00 4.32522e+00 4.32522e+00 2.24549e+00 2.24549e+00 2.24549e+00
1.40000e+01 2.56668e+00 2.56668e+00 2.56668e+00 1.79337e+00 1.79337e+00 1.79337e+00
1.50000e+01 2.76497e+00 2.76497e+00 2.76497e+00 1.20737e+00 1.20737e+00 1.20737e+00
1.60000e+01 1.44314e+00 1.44314e+00 1.44314e+00 6.32794e-01 6.32794e-01 6.32794e-01
1.70000e+01 1.49205e+00 1.49205e+00 1.49205e+00 -2.27548e-01 -2.27548e-01 -2.27548e-01
1.80000e+01 -1.93138e-01 -1.93138e-01 -1.93138e-01 -1.13753e+00 -1.13753e+00 -1.13753e+00
1.90000e+01 5.93787e-01 5.93787e-01 5.93787e-01 -1.70658e+00 -1.70658e+00 -1.70658e+00
2.00000e+01 1.96238e+00 1.96238e+00 1.96238e+00 -1.75622e+00 -1.75622e+00 -1.75622e+00
2.10000e+01 2.87475e+00 2.87475e+00 2.87475e+00 -1.75622e+00 -1.75622e+00 -1.75622e+00
2.20000e+01 4.52642e+00 4.52642e+00 4.52642e+00 -1.75622e+00 -1.75622e+00 -1.75622e+00
2.30000e+01 3.52751e+00 3.52751e+00 3.52751e+00 -1.75622e+00 -1.75622e+00 -1.75622e+00
2.40000e+01 4.50031e+00 4.50031e+00 4.50031e+00 -1.75622e+00 -1.75622e+00 -1.75622e+00
2.50000e+01 5.12066e+00 6.81981e+00 3.42151e+00 -1.75622e+00 -1.75622e+00 -1.75622e+00
2.60000e+01 3.91392e+00 3.94306e+00 3.88478e+00 -1.76065e+00 -1.75622e+00 -1.76507e+00
2.70000e+01 3.67589e+00 5.94428e+00 1.40751e+00 -1.76535e+00 -1.76507e+00 -1.76562e+00
2.80000e+01 2.61476e+00 5.46329e+00 -2.33770e-01 -1.77125e+00 -1.76507e+00 -1.77742e+00
2.90000e+01 2.94991e+00 6.35645e+00 -4.56635e-01 -1.78342e+00 -1.77687e+00 -1.78996e+00
